n;preco;bairro;tipo;endereco;cidade;quartos;suites;vagas;area;cobertura
5149;1200000;CENTRO;Casa;Benjamin Constant Botelho de Magalhaes;Pelotas RS;3;0;2;414;0
5179;1200000;TRES VENDAS;Terreno Padrao;Fernando Osorio;Pelotas RS;;0;0;;0
5319;1200000;TRES VENDAS;Terreno Padrao;Francisco Caruccio;Pelotas RS;;0;0;;0
5503;1200000;AREAL;Terreno Padrao;Avenida Ferreira Viana;Pelotas RS;;0;0;;0
2728;1190000;AREAL;Casa;Avenida Sao Francisco de Paula;Pelotas RS;3;3;2;236;0
4787;1190000;AREAL;Casa;Avenida Sao Francisco de Paula;Pelotas RS;3;3;2;236;0
2938;1180000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;5;1;1;500;0
4436;1180000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;5;1;1;500;0
5532;1180000;Zona Norte;Apartamento;Barao Azevedo Machado De;Pelotas RS;3;1;2;193;0
1383;1170000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;3;283;0
1120;1166000;AREAL;Casa;;Pelotas RS;4;1;3;283;0
2620;1166000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;3;283;0
3923;1166000;TRES VENDAS;Terreno Padrao;Avenida Fernando Osorio;Pelotas RS;;0;0;320;0
10;1160000;AREAL;Casa de Condominio;Avenida Sao Francisco de Paula;Pelotas - Rs;4;1;2;260;0
2629;1154000;LARANJAL;Casa;;Pelotas RS;3;1;2;280;0
316;1150000;TRES VENDAS;Casa;Fernando Osorio;Pelotas RS;3;0;3;318;0
3168;1150000;FRAGATA;Terreno Padrao;Avenida Duque de Caxias;Pelotas RS;;0;0;;0
776;1145000;TRES VENDAS;Terreno Padrao;Avenida Fernando Osorio;Pelotas RS;;0;1;1500;0
508;1130404;LARANJAL;Casa de Condominio;Avenida Adolfo Fetter;Pelotas RS;3;3;2;643;0
1954;1110000;LARANJAL;Casa de Condominio;Avenida Adolfo Fetter;Pelotas RS;3;2;2;230;0
205;1100000;CENTRO;Apartamento;Felix Xavier da Cunha;Pelotas RS;4;1;2;210;0
648;1100000;CENTRO;Predio Inteiro;Rua Barao de Santa Tecla;Pelotas RS;;0;0;350;0
842;1100000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;0;800;0
1117;1100000;CENTRO;Casa;;Pelotas RS;5;3;2;600;0
1520;1100000;AREAL;Casa;Lhulier Vl;Pelotas RS;4;2;6;400;0
1845;1100000;CENTRO;Apartamento;Proximo Laboratorio Birck;Pelotas RS;3;2;2;220;1
2149;1100000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;6;410;0
2340;1100000;Zona Norte;Casa;Vereador Celso Garcia D Avilla Sellas;Pelotas RS;3;3;2;226;0
2896;1100000;CENTRO;Predio Inteiro;Felix Xavier da Cunha;Pelotas RS;;4;1;352;0
2925;1100000;AREAL;Predio Inteiro;Avenida Domingos de Almeida;Pelotas RS;2;1;2;1000;0
3170;1100000;FRAGATA;Apartamento;;Pelotas RS;11;0;0;800;1
3402;1100000;CENTRO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;750;0
3612;1100000;Zona Norte;Apartamento;;Pelotas RS;3;1;2;170;0
3734;1100000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;0;360;0
3967;1100000;CENTRO;Casa;Rua Goncalves Chaves;Pelotas RS;4;0;0;614;0
4146;1100000;CENTRO;Predio Inteiro;Rua Barao de Santa Tecla;Pelotas RS;;0;0;350;0
4459;1100000;CENTRO;Casa;Rua Goncalves Chaves;Pelotas RS;4;0;0;614;0
4686;1100000;Zona Norte;Casa;Vereador Celso Garcia D Avilla Sellas;Pelotas RS;3;3;2;226;0
4909;1100000;AREAL;Casa;Lhulier Vl;Pelotas RS;4;2;6;400;0
5465;1100000;AREAL;Casa;Um Sao Francisco de Paula;Pelotas RS;3;3;2;300;0
5524;1100000;CENTRO;Casa;Avenida Bento Goncalves;Pelotas RS;3;0;10;209;0
5531;1100000;CENTRO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;550;0
1429;1086247;AREAL;Terreno Padrao;Parque Una;Pelotas RS;;0;0;;0
5318;1070000;FRAGATA;Terreno Padrao;Duque Caxias De;Pelotas RS;;0;0;;0
3313;1064000;FRAGATA;Casa;Octavio do Amaral Peixoto;Pelotas RS;4;1;2;210;0
3397;1064000;INDETERMINADO;Chacara;Br;Pelotas RS;2;0;1;6;0
52;1060000;CENTRO;Apartamento;Santa Cruz;Pelotas RS;4;2;2;540;0
455;1060000;CENTRO;Casa;;Pelotas RS;3;0;2;;0
767;1060000;Zona Norte;Apartamento;Proximo Igreja da Luz;Pelotas RS;3;1;2;200;1
3027;1060000;FRAGATA;Predio Inteiro;Duque Caxias De;Pelotas RS;1;1;0;490;0
4891;1060000;CENTRO;Apartamento;Santa Cruz;Pelotas RS;4;2;2;540;1
2595;1054000;LARANJAL;Casa;Sao Leopoldo;Pelotas RS;5;2;3;500;0
1709;1050000;CENTRO;Apartamento;General Neto;Pelotas RS;4;1;2;;0
2516;1050000;Zona Norte;Apartamento;Rua Anchieta;Pelotas RS;3;1;2;192;0
4573;1050000;CENTRO;Apartamento;General Neto;Pelotas RS;4;1;2;;0
5435;1050000;CENTRO;Apartamento;General Neto;Pelotas RS;3;1;2;393;0
639;1049000;AREAL;Casa de Condominio;;Pelotas RS;3;3;2;236;0
4831;1049000;AREAL;Casa de Condominio;;Pelotas RS;3;3;2;236;0
5463;1030000;CENTRO;Predio Inteiro;Antonio Francisco dos Anjos;Pelotas RS;;0;0;;0
2415;1005000;TRES VENDAS;Casa;Leopoldo Gotuzzo;Pelotas RS;3;2;3;459;0
309;1000000;CENTRO;Casa Comercial;;Pelotas RS;;0;0;204;0
615;1000000;CENTRO;Casa Comercial;;Pelotas RS;;0;0;414;0
618;1000000;CENTRO;Predio Inteiro;;Pelotas RS;;0;0;414;0
650;1000000;LARANJAL;Casa;;Pelotas RS;6;4;2;475;0
1034;1000000;CENTRO;Predio Inteiro;Senador Mendonca;Pelotas RS;;0;0;;0
1056;1000000;TRES VENDAS;Casa;Avenida Fernando Osorio;Pelotas RS;5;0;0;250;0
1404;1000000;CENTRO;Apartamento;Sete de Setembro;Pelotas RS;3;1;2;330;0
1714;1000000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;4;1;0;363;0
2147;1000000;AREAL;Casa;;Pelotas RS;2;0;3;200;0
2278;1000000;CENTRO;Casa;Rua Bento Martins;Pelotas RS;3;0;8;184;0
3314;1000000;CENTRO;Casa;Rua Bento Martins;Pelotas RS;3;0;0;250;0
3512;1000000;TRES VENDAS;Apartamento;Endereco Nao Informado;Pelotas RS;2;1;1;85;0
3768;1000000;TRES VENDAS;Terreno Padrao;Avenida Fernando Osorio;Pelotas RS;;0;0;;0
3971;1000000;CENTRO;Casa Comercial;Rua Goncalves Chaves;Pelotas RS;;0;0;614;0
3987;1000000;TRES VENDAS;Casa;Avenida Fernando Osorio;Pelotas RS;5;0;0;250;0
4262;1000000;CENTRO;Casa Comercial;;Pelotas RS;;0;0;204;0
4590;1000000;CENTRO;Casa;General Osorio;Pelotas RS;2;0;0;;0
4619;1000000;INDETERMINADO;Casa;Orlando Brizolara Azevedo;Pelotas RS;4;2;3;310;0
4750;1000000;TRES VENDAS;Terreno Padrao;Avenida Fernando Osorio;Pelotas RS;;0;0;;0
4957;1000000;CENTRO;Predio Inteiro;;Pelotas RS;;0;0;414;0
4962;1000000;Las Acacias;Casa;Endereco Nao Informado;Pelotas RS;3;0;2;283;0
5057;1000000;CENTRO;Apartamento;;Pelotas RS;3;1;2;400;0
5211;1000000;INDETERMINADO;Terreno Padrao;Br;Pelotas RS;;0;0;;0
5499;1000000;CENTRO;Apartamento;Sete de Setembro;Pelotas RS;3;1;2;330;0
1849;990000;CENTRO;Galpao/Deposito/Armazem;Marcilio Dias;Pelotas RS;;0;0;52;0
1918;990000;AREAL;Casa de Condominio;;Pelotas RS;3;1;2;205;0
2175;990000;TRES VENDAS;Casa;;Pelotas RS;3;1;4;500;0
2232;990000;AREAL;Casa;Rua Menna Barreto;Pelotas RS;3;1;2;283;0
3428;990000;CENTRO;Loja/Salao;Endereco Nao Informado;Pelotas RS;;0;0;208;0
4382;990000;AREAL;Casa de Condominio;;Pelotas RS;3;1;2;205;0
5248;990000;CENTRO;Predio Inteiro;Marcilio Dias;Pelotas RS;;0;0;;0
283;985000;CENTRO;Casa;Rua Alm Barroso;Pelotas RS;3;1;2;240;0
330;980000;CENTRO;Casa;Rua Gomes Carneiro;Pelotas RS;6;1;2;500;0
496;980000;Vila Assuncao;Casa;;Pelotas RS;3;2;5;222;0
624;980000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;1;2;220;1
808;980000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;3;4;462;0
883;980000;CENTRO;Casa;Proximo Escola Sao Francisco de Assis;Pelotas RS;4;1;2;350;0
1634;980000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;4;2;6;376;0
2273;980000;LARANJAL;Casa;Avenida Jose Maria da Fontoura;Pelotas RS;4;4;3;300;0
2733;980000;Las Acacias;Casa;Endereco Nao Informado;Pelotas RS;3;2;6;290;0
2903;980000;CENTRO;Casa;;Pelotas RS;5;1;2;380;0
3286;980000;CENTRO;Casa;;Pelotas RS;4;1;2;358;0
3830;980000;TRES VENDAS;Terreno Padrao;Avenida Fernando Osorio;Pelotas RS;;0;0;;0
3856;980000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;3;4;462;0
4269;980000;CENTRO;Casa;Rua Gomes Carneiro;Pelotas RS;6;1;2;500;0
4383;980000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;4;2;6;376;0
5213;980000;TRES VENDAS;Terreno Padrao;Fernando Osorio;Pelotas RS;;0;0;;0
5369;980000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;4;2;2;195;0
5540;980000;AREAL;Casa;Doutor Armando Fagundes;Pelotas RS;4;2;3;495;0
1947;970000;CENTRO;Apartamento;Santa Cruz;Pelotas RS;4;1;3;520;0
675;960000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;4;0;7;305;0
2314;960000;AREAL;Casa;;Pelotas RS;5;1;3;300;0
3074;960000;Las Acacias;Casa;;Pelotas RS;3;2;2;180;0
4331;960000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;4;0;7;305;0
4593;960000;AREAL;Casa;;Pelotas RS;5;1;3;300;0
4748;960000;FRAGATA;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;4840;0
4970;960000;Las Acacias;Casa;;Pelotas RS;3;2;2;180;0
5122;960000;TRES VENDAS;Predio Inteiro;Rua Alexandre Vieira da Cunha;Pelotas RS;;0;10;600;0
2706;958000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;1;0;266;0
3692;958000;CENTRO;Terreno Padrao;Alvaro Chaves;Pelotas RS;;0;0;;0
233;957000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;2;0;450;0
2425;954000;CENTRO;Predio Inteiro;Salgado Filho;Pelotas RS;;0;0;;0
2929;954000;CENTRO;Casa Comercial;Tiradentes;Pelotas RS;;0;3;;0
4350;954000;CENTRO;Terreno Padrao;;Pelotas RS;;0;0;;0
211;950000;Distrito Industrial;Terreno Padrao;Br116;Pelotas RS;;0;0;;0
251;950000;LARANJAL;Casa;Sarandi;Pelotas RS;5;1;6;284;0
524;950000;TRES VENDAS;Casa;;Pelotas RS;3;1;2;180;0
782;950000;LARANJAL;Casa;Seis;Pelotas RS;3;1;2;230;0
1091;950000;PORTO;Casa;;Pelotas RS;4;0;3;264;0
1545;950000;CENTRO;Predio Inteiro;Santos Dumont;Pelotas RS;;0;7;;0
1690;950000;CENTRO;Loja/Salao;;Pelotas RS;3;3;16;903;0
1894;950000;FRAGATA;Casa;Rua Padre Diogo Feijo;Pelotas RS;5;1;4;291;0
2257;950000;CENTRO;Apartamento;Goncalves Chaves;Pelotas RS;4;1;2;280;1
2490;950000;CENTRO;Apartamento;Santa Tecla;Pelotas RS;4;1;4;;0
2627;950000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;2;2;150;0
2678;950000;INDETERMINADO;Casa;;Pelotas RS;5;0;2;300;0
2842;950000;Las Acacias;Casa;Endereco Nao Informado;Pelotas RS;3;2;2;180;0
2986;950000;CENTRO;Apartamento;Rua Goncalves Chaves;Pelotas RS;3;2;1;294;1
3399;950000;CENTRO;Apartamento;;Pelotas RS;4;0;1;296;0
3653;950000;CENTRO;Casa;;Pelotas RS;3;1;2;227;0
4116;950000;LARANJAL;Casa de Condominio;;Pelotas RS;3;1;2;216;0
4338;950000;LARANJAL;Casa;Sarandi;Pelotas RS;5;1;6;284;0
4483;950000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;2;2;150;0
4823;950000;CENTRO;Apartamento;Goncalves Chaves;Pelotas RS;4;1;2;280;0
4996;950000;TRES VENDAS;Casa;;Pelotas RS;4;2;3;252;0
5054;950000;CENTRO;Predio Inteiro;Endereco Nao Informado;Pelotas RS;;0;0;600;0
5243;950000;INDETERMINADO;Terreno Padrao;Ferreira Viana;Pelotas RS;;0;0;;0
3227;925000;INDETERMINADO;Casa;Doutor Jose Bonifacio de Carvalho Costa;Pelotas RS;3;1;3;240;0
876;905000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;260;0
5375;905000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;3;2;250;0
1320;904000;CENTRO;Terreno Padrao;;Pelotas RS;;0;0;;0
1572;901000;TRES VENDAS;Galpao/Deposito/Armazem;Proximo Krolow;Pelotas RS;;0;0;100;0
273;900000;Distrito Industrial;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;34000;0
404;900000;CENTRO;Apartamento;;Pelotas RS;3;1;2;280;0
657;900000;CENTRO;Casa;Rua Thomas Antonio Gonzaga;Pelotas RS;3;1;2;165;0
1305;900000;CENTRO;Casa;Andrade Neves;Pelotas RS;3;0;0;;0
1863;900000;FRAGATA;Terreno Padrao;Avenida Duque de Caxias;Pelotas RS;;0;0;;0
1917;900000;CENTRO;Apartamento;Felix da Cunha;Pelotas RS;3;1;1;200;0
1946;900000;FRAGATA;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;20000;0
2154;900000;PORTO;Casa;Francisco Xavier Ferreira;Pelotas RS;4;0;3;264;0
2269;900000;TRES VENDAS;Galpao/Deposito/Armazem;Proximo Fernando Osorio/ Fiat;Pelotas RS;;0;4;564;0
2535;900000;AREAL;Predio Inteiro;Bernardo Taveira Junior;Pelotas RS;;0;0;600;0
2794;900000;CENTRO;Casa;General Osorio;Pelotas RS;3;1;1;265;0
3070;900000;INDETERMINADO;Casa;Endereco Nao Informado;Pelotas RS;3;1;5;270;0
3118;900000;RECANTO DE PORTUGAL;Casa;Endereco Nao Informado;Pelotas RS;4;3;12;450;0
3140;900000;CENTRO;Casa;Goncalves Chaves;Pelotas RS;3;0;1;349;0
3558;900000;CENTRO;Casa;;Pelotas RS;3;1;5;325;0
4133;900000;AREAL;Predio Inteiro;Bernardo Taveira Junior;Pelotas RS;;0;0;600;0
4315;900000;CENTRO;Casa;;Pelotas RS;3;1;5;325;0
4385;900000;PORTO;Casa;Francisco Xavier Ferreira;Pelotas RS;4;0;3;264;0
5009;900000;AREAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;672;0
5132;900000;AREAL;Terreno Padrao;Domingos Jose de Almeida;Pelotas RS;;0;0;;0
5147;900000;FRAGATA;Terreno Padrao;Avenida Duque de Caxias;Pelotas RS;;0;0;;0
5395;900000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;6;0;1;330;0
3327;895000;Zona Norte;Apartamento;Presidente Juscelino Kubitschek de Oliveira;Pelotas RS;2;1;2;195;1
2435;890000;LARANJAL;Casa de Condominio;;Pelotas RS;3;1;2;176;0
2802;890000;AREAL;Casa;Avenida Domingos de Almeida;Pelotas RS;4;3;2;445;0
2934;890000;FRAGATA;Casa;Rua Octavio Peixoto;Pelotas RS;4;1;5;240;0
2989;890000;CENTRO;Casa Comercial;Andrade Neves;Pelotas RS;;0;5;;0
3252;890000;CENTRO;Apartamento;Rua Felix da Cunha;Pelotas RS;3;0;1;200;0
4562;890000;AREAL;Casa;Avenida Domingos de Almeida;Pelotas RS;4;3;2;445;0
4808;890000;LARANJAL;Casa;;Pelotas RS;3;1;2;176;0
5034;890000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;1;0
1053;880000;CENTRO;Casa;;Pelotas RS;5;1;1;274;0
3267;880000;CENTRO;Casa;Proximo Hospital Sao Francisco de Paula;Pelotas RS;4;1;1;274;0
3614;880000;TRES VENDAS;Apartamento;;Pelotas RS;3;1;2;165;0
3617;880000;INDETERMINADO;Casa;Rua Laura de Souza Lang;Pelotas RS;3;3;4;310;0
3779;880000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;1;1;160;0
4043;880000;CENTRO;Casa;;Pelotas RS;5;1;1;274;0
4724;880000;TRES VENDAS;Apartamento;;Pelotas RS;3;1;2;165;0
1944;870000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;214;0
2978;870000;CENTRO;Casa;Rua Tiradentes;Pelotas RS;3;0;0;630;0
3289;870000;AREAL;Casa;Republica;Pelotas RS;3;0;5;250;0
4539;870000;AREAL;Casa;Republica;Pelotas RS;3;0;5;250;0
1532;860000;AREAL;Casa;Proximo Baronesa;Pelotas RS;3;2;5;369;0
5537;855000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;2;1;180;0
3778;852000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;4;400;0
138;850000;CENTRO;Loja/Salao;Rua 15 de Novembro;Pelotas RS;;0;0;238;0
172;850000;Zona Norte;Casa;Vereador Celso Garcia D Avilla Sellas;Pelotas RS;3;1;2;240;0
209;850000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;370;0
215;850000;CENTRO;Casa;;Pelotas RS;2;0;0;166;0
255;850000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;0;0;200;0
295;850000;LARANJAL;Casa;Avenida Adolfo Fetter;Pelotas RS;3;1;2;234;0
349;850000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;4;1;1;297;0
411;850000;CENTRO;Loja/Salao;Rua Goncalves Chaves;Pelotas RS;;0;0;208;0
423;850000;TRES VENDAS;Casa;;Pelotas RS;3;1;2;306;0
698;850000;TRES VENDAS;Casa;Avenida Fernando Osorio;Pelotas RS;4;0;0;266;0
795;850000;CENTRO;Apartamento;;Pelotas RS;4;2;2;273;0
879;850000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;295;0
1157;850000;LARANJAL;Predio Inteiro;Doutor Antonio Augusto de Assumpcao Junior;Pelotas RS;;0;0;411;0
1222;850000;Colina da Sol;Casa;;Pelotas RS;4;1;3;210;0
1235;850000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;180;0
1317;850000;VL JD EUROPA;Apartamento;;Pelotas RS;2;1;1;65;0
1403;850000;LARANJAL;Casa de Condominio;Endereco Nao Informado;Pelotas RS;3;1;2;220;0
1512;850000;LARANJAL;Casa;Santo Angelo;Pelotas RS;4;2;2;328;0
1540;850000;CENTRO;Casa;Rua Cel Alberto Rosa;Pelotas RS;4;0;2;370;0
1563;850000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;1;5;324;0
1686;850000;CENTRO;Casa;Rua Andrade Neves;Pelotas RS;3;2;1;197;0
1755;850000;CENTRO;Casa;Marechal Deodoro;Pelotas RS;5;0;1;;0
1895;850000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;2;2;217;1
1967;850000;CENTRO;Casa;Rua Alvaro Chaves;Pelotas RS;4;1;1;655;0
2185;850000;CENTRO;Apartamento;Rua Santa Cruz;Pelotas RS;3;1;2;130;1
2349;850000;Vila Mariana;Casa;;Pelotas RS;4;1;3;429;0
2378;850000;CENTRO;Apartamento;;Pelotas RS;3;1;1;230;1
2440;850000;CENTRO;Casa;Rua Goncalves Chaves;Pelotas RS;3;1;5;300;0
2565;850000;TRES VENDAS;Casa;Avenida Fernando Osorio;Pelotas RS;3;0;3;300;0
2718;850000;LARANJAL;Casa de Condominio;Endereco Nao Informado;Pelotas RS;3;1;0;175;0
2719;850000;CENTRO;Casa Comercial;Vinte de Setembro;Pelotas RS;;0;5;903;0
2727;850000;CENTRO;Casa;Almirante Barroso;Pelotas RS;3;1;2;254;0
2872;850000;CENTRO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;480;0
2931;850000;LARANJAL;Casa;;Pelotas RS;4;1;2;235;0
2932;850000;Zona Norte;Casa;Proximo Dom Joaquim;Pelotas RS;3;1;2;220;0
2970;850000;RECANTO DE PORTUGAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;4;294;0
3014;850000;CENTRO;Casa;Santa Tecla;Pelotas RS;5;0;3;;0
3366;850000;CENTRO;Apartamento;;Pelotas RS;4;0;2;284;0
3431;850000;CENTRO;Casa;Rua Mal Deodoro;Pelotas RS;5;1;1;230;0
3503;850000;INDETERMINADO;Casa;Rua Orlando Brizolara Azevedo;Pelotas RS;3;3;2;340;0
3564;850000;LARANJAL;Casa;Angelino Pierobom Sobrinho;Pelotas RS;4;1;2;430;1
3593;850000;CENTRO;Casa;Rua Mal Deodoro;Pelotas RS;3;1;1;198;0
3608;850000;Santa Terezinha;Predio Inteiro;Avenida 25 de Julho;Pelotas RS;;0;0;357;0
3628;850000;CENTRO;Casa;;Pelotas RS;3;1;1;263;0
3699;850000;CENTRO;Casa;;Pelotas RS;3;0;4;324;0
3710;850000;TRES VENDAS;Predio Inteiro;Rua Joao Jacob Bainy;Pelotas RS;;0;0;100;0
3929;850000;RECANTO DE PORTUGAL;Casa;Rua Cidade do Porto;Pelotas RS;5;2;4;1000;0
4006;850000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;1;4;306;0
4183;850000;Zona Norte;Apartamento;Dom Joaquim Ferreira de Mello;Pelotas RS;3;1;2;190;1
4512;850000;CENTRO;Casa;Almirante Barroso;Pelotas RS;3;1;2;254;0
4654;850000;RECANTO DE PORTUGAL;Casa;Rua Cidade do Porto;Pelotas RS;5;2;4;1000;0
4887;850000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;2;0;284;0
4974;850000;CENTRO;Casa;;Pelotas RS;3;2;1;190;0
5007;850000;CENTRO;Loja/Salao;Rua Goncalves Chaves;Pelotas RS;;0;0;208;0
5090;850000;CENTRO;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
5324;850000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
5487;850000;CENTRO;Terreno Padrao;Rua Barao de Santa Tecla;Pelotas RS;;0;0;;0
5557;850000;FRAGATA;Terreno Padrao;Duque Caxias De;Pelotas RS;;0;0;;0
2039;849000;CENTRO;Casa;;Pelotas RS;4;2;5;324;0
5048;849000;CENTRO;Casa;;Pelotas RS;4;2;5;324;0
1254;848000;TRES VENDAS;Terreno Padrao;Avenida Fernando Osorio;Pelotas RS;;0;0;;0
2268;848000;CENTRO;Loja/Salao;;Pelotas RS;;0;1;165;0
2315;848000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;1;8;194;0
2913;848000;CENTRO;Casa;;Pelotas RS;4;0;2;142;0
3044;848000;Barro Duro;Casa;Guanabara;Pelotas RS;4;1;3;268;0
483;840000;CENTRO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;2866;0
2466;840000;CENTRO;Casa;Rua Goncalves Chaves;Pelotas RS;3;1;3;480;0
4275;840000;CENTRO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;2866;0
3359;835345;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;138;0
1616;830000;TRES VENDAS;Apartamento;Avenida Dom Joaquim;Pelotas RS;3;1;2;164;0
289;820000;TRES VENDAS;Predio Inteiro;Vinte e Cinco de Julho;Pelotas RS;3;1;5;2000;0
1546;820000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;0;225;0
2038;820000;Zona Norte;Casa;Rua Sen Carlos Barbosa;Pelotas RS;3;1;2;200;0
4294;820000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;0;225;0
3025;809000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;202;0
93;800000;CENTRO;Casa;Rua Barao de Santa Tecla;Pelotas RS;5;1;1;150;0
140;800000;AREAL;Casa;Domingos Jose de Almeida;Pelotas RS;1;0;0;235;0
422;800000;CENTRO;Casa;;Pelotas RS;3;1;14;426;0
753;800000;CENTRO;Casa;;Pelotas RS;3;1;2;264;0
1126;800000;CENTRO;Casa;;Pelotas RS;3;2;1;197;0
1142;800000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;1;3;210;0
1219;800000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;4;1;3;300;0
1582;800000;CENTRO;Apartamento;;Pelotas RS;4;0;1;240;0
1656;800000;FRAGATA;Casa;Pinheiro Machado;Pelotas RS;3;0;10;300;0
1778;800000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;4;1;2;299;0
2092;800000;Zona Norte;Casa;Padre Anchieta;Pelotas RS;3;0;2;200;0
2392;800000;CENTRO;Predio Inteiro;Endereco Nao Informado;Pelotas RS;;0;0;740;0
2406;800000;TRES VENDAS;Casa;Sao Francisco de Paula;Pelotas RS;3;1;1;244;0
2763;800000;LARANJAL;Casa;Joaquim Augusto de Assumpcao;Pelotas RS;4;1;3;211;0
2806;800000;Zona Norte;Apartamento;Proximo Igreja da Luz;Pelotas RS;3;1;2;245;0
2816;800000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;4;1;1;200;0
2839;800000;CENTRO;Casa;Rua Barao de Butui;Pelotas RS;6;2;4;500;0
2912;800000;INDETERMINADO;Casa;Rua Profa Vanda da Silva Chagas;Pelotas RS;4;1;3;210;0
3060;800000;CENTRO;Predio Inteiro;Endereco Nao Informado;Pelotas RS;;0;0;146;0
3114;800000;TRES VENDAS;Casa;Rua Leopoldo Broad;Pelotas RS;3;1;3;380;0
3389;800000;Zona Norte;Casa;Vereador Wolney Vieira;Pelotas RS;3;1;2;250;0
3627;800000;AREAL;Casa;;Pelotas RS;3;1;2;249;0
3706;800000;AREAL;Casa;Senador Cruz Jobim;Pelotas RS;3;1;2;500;0
3736;800000;LARANJAL;Casa de Condominio;Endereco Nao Informado;Pelotas RS;3;1;0;234;0
3959;800000;CENTRO;Apartamento;;Pelotas RS;4;1;2;196;0
4243;800000;CENTRO;Predio Inteiro;Endereco Nao Informado;Pelotas RS;;0;0;740;0
4418;800000;LARANJAL;Casa de Condominio;Endereco Nao Informado;Pelotas RS;3;1;0;234;0
4508;800000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;4;0;1;700;0
4687;800000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;4;1;1;200;0
4949;800000;AREAL;Casa;Senador Cruz Jobim;Pelotas RS;3;1;2;500;0
4951;800000;LARANJAL;Predio Inteiro;Paulo de Souza Lobo;Pelotas RS;;0;0;;0
5037;800000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;1;3;210;0
5050;800000;CENTRO;Casa;;Pelotas RS;3;2;1;197;0
